comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens
comment_356,Different plastics have different recycling codes,BBC News,2017-09-25,267,116,6,2017,different plastics have different recycling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']"
comment_357,Reusable products are teh future https://bit.ly/3plasticfacts,Mail Online,2017-12-30,15,53,6,2017,reusable products are teh future bit ly plasticfacts,reusable products are the future bit ly plasticfacts,"['reusabl', 'product', 'futur', 'bit', 'plasticfact']"
comment_358,Plastic pollution is preventable with EFFORT,BBC News,2018-10-23,252,52,6,2018,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_359,@DavidAttenborough Plastic pollution costs billions in CLEANUP #environment!!!,Guardian ,2023-10-07,311,103,8,2023,davidattenborough plastic pollution costs billions in cleanup environment,davidattenborough plastic pollution costs billions in cleanup environment,"['davidattenborough', 'plastic', 'pollut', 'cost', 'billion', 'cleanup', 'environ']"
comment_360,Corporate responsibility for plastic is important??,Guardian ,2018-07-25,72,72,6,2018,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_361,Plastic waste IN rivers flows to oceans,BBC News,2020-10-08,201,72,7,2020,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_362,Microplastics are in our food and water this is terrifying 🐠?!,Guardian ,2020-06-04,198,149,11,2020,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_363,Plastic in fashion is a growing problem 💩?!,BBC News,2019-12-26,120,120,8,2019,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_364,Local recycling programs vary too much?!,BBC News,2021-11-03,127,23,6,2021,local recycling programs vary too much,local recycling programs vary too much,"['local', 'recycl', 'program', 'vari', 'much']"
comment_365,Biodegradable plastics are not perfect but BETTER https://bit.ly/3plasticfacts??,Mail Online,2017-08-06,60,127,8,2017,biodegradable plastics are not perfect but better bit ly plasticfacts,biodegradable plastics are not perfect but better bit ly plasticfacts,"['biodegrad', 'plastic', 'perfect', 'better', 'bit', 'plasticfact']"
comment_366,Plastic pollution is preventable with effort 😂,BBC News,2019-06-08,217,67,7,2019,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_367,Corporate responsibility for plastic is IMPORTENT 🤔 #environment,BBC News,2018-07-09,121,142,8,2018,corporate responsibility for plastic is importent environment,corporate responsibility for plastic is important environment,"['corpor', 'respons', 'plastic', 'import', 'environ']"
comment_368,Plastic recycling rates are DISAPPOINTINGLY low,Mail Online,2021-08-30,159,0,6,2021,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']"
comment_369,Consumer choices can drive change in industry,BBC News,2020-10-05,253,25,7,2020,consumer choices can drive change in industry,consumer choices can drive change in industry,"['consum', 'choic', 'drive', 'chang', 'industri']"
comment_370,@GreenPeace Plastic pollution affects everyone globally 👍 http://www.greenpeace.org/plastic,Guardian ,2021-12-30,53,11,8,2021,greenpeace plastic pollution affects everyone globally http www greenpeace org plastic,greenpeace plastic pollution affects everyone globally http www greenpeace org plastic,"['greenpeac', 'plastic', 'pollut', 'affect', 'everyon', 'global', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_371,Innovations in recyling TECHNOLOGY give hope??,BBC News,2023-04-25,193,45,6,2023,innovations in recyling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_372,@UNEnvironment Seeing plastic waste in nature is heartbreaking 👎,Mail Online,2022-06-09,178,31,9,2022,unenvironment seeing plastic waste in nature is heartbreaking,unenvironment seeing plastic waste in nature is heartbreaking,"['unenviron', 'see', 'plastic', 'wast', 'natur', 'heartbreak']"
comment_373,@BBCEnvironment Single-use plastic should be banned completely https://bit.ly/3plasticfacts,Guardian ,2019-04-24,168,98,8,2019,bbcenvironment single use plastic should be banned completely bit ly plasticfacts,bbcenvironment single use plastic should be banned completely bit ly plasticfacts,"['bbcenviron', 'singl', 'use', 'plastic', 'ban', 'complet', 'bit', 'plasticfact']"
comment_374,Plastic recycling RATES are disappointingly low,Guardian ,2021-04-25,102,142,6,2021,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']"
comment_375,Innovative materials can replace plastic,Mail Online,2023-02-21,341,145,5,2023,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_376,Plastic pollution is preventable with effort,BBC News,2017-01-21,188,144,6,2017,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_377,Seeing plastic waste in nature is heartbreaking,BBC News,2018-01-22,266,108,7,2018,seeing plastic waste in nature is heartbreaking,seeing plastic waste in nature is heartbreaking,"['see', 'plastic', 'wast', 'natur', 'heartbreak']"
comment_378,Corporate responsibility for plastic is important ❤️...,BBC News,2022-06-02,336,69,7,2022,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_379,Marine animals suffer the most from plastik 👍,Guardian ,2023-12-10,287,107,8,2023,marine animals suffer the most from plastik,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_380,Innovative materials can replace plastic,Guardian ,2019-01-27,284,107,5,2019,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_381,@BBCEnvironment Community beach cleanups are very rewarding 😡,Guardian ,2019-06-24,346,85,8,2019,bbcenvironment community beach cleanups are very rewarding,bbcenvironment community beach cleanups are very rewarding,"['bbcenviron', 'commun', 'beach', 'cleanup', 'reward']"
comment_382,We must find balance between convenience and environment,Guardian ,2018-09-17,297,0,8,2018,we must find balance between convenience and environment,we must find balance between convenience and environment,"['must', 'find', 'balanc', 'conveni', 'environ']"
comment_383,I reduced my plastik consumption significantly http://www.greenpeace.org/plastik,Mail Online,2023-06-17,164,2,7,2023,i reduced my plastik consumption significantly http www greenpeace org plastik,i reduced my plastic consumption significantly http www greenpeace org plastic,"['reduc', 'plastic', 'consumpt', 'significantli', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_384,@GreenPeace Plastic production has increased dramatically #recycling!?,Mail Online,2022-11-17,325,107,7,2022,greenpeace plastic production has increased dramatically recycling,greenpeace plastic production has increased dramatically recycling,"['greenpeac', 'plastic', 'product', 'increas', 'dramat', 'recycl']"
comment_385,Reusable products are the future,BBC News,2021-12-19,257,28,5,2021,reusable products are the future,reusable products are the future,"['reusabl', 'product', 'futur']"
comment_386,Plastic pollution is destroying our OCEANS and marine life,Guardian ,2021-11-10,231,96,9,2021,plastic pollution is destroying our oceans and marine life,plastic pollution is destroying our oceans and marine life,"['plastic', 'pollut', 'destroy', 'ocean', 'marin', 'life']"
comment_387,@DavidAttenborough Innovations in recycling technology give hope 💩 #ecofriendly,BBC News,2017-03-12,337,97,9,2017,davidattenborough innovations in recycling technology give hope ecofriendly,davidattenborough innovations in recycling technology give hope ecofriendly,"['davidattenborough', 'innov', 'recycl', 'technolog', 'give', 'hope', 'ecofriendli']"
comment_388,Plastic bottles take hundreds of years to decompose,Mail Online,2022-01-24,346,137,8,2022,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_389,Plastic production should be regulated strictly #recycling...,Mail Online,2023-04-10,77,129,7,2023,plastic production should be regulated strictly recycling,plastic production should be regulated strictly recycling,"['plastic', 'product', 'regul', 'strictli', 'recycl']"
comment_390,Plastic waste in rivers flows to oceans,Mail Online,2022-10-23,200,37,7,2022,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_391,International cooperation needed for PLASTIC crisis 🐠?!,BBC News,2023-05-03,148,144,7,2023,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']"
comment_392,@DavidAttenborough Plastic bags are convenient but harmful 😊,Mail Online,2017-01-30,65,25,8,2017,davidattenborough plastic bags are convenient but harmful,davidattenborough plastic bags are convenient but harmful,"['davidattenborough', 'plastic', 'bag', 'conveni', 'harm']"
comment_393,@DavidAttenborough Supermarkets use too much plastic packaging #ecofriendly,Guardian ,2021-02-20,333,49,8,2021,davidattenborough supermarkets use too much plastic packaging ecofriendly,davidattenborough supermarkets use too much plastic packaging ecofriendly,"['davidattenborough', 'supermarket', 'use', 'much', 'plastic', 'packag', 'ecofriendli']"
comment_394,@DavidAttenborough Different plastics have DIFFERENT recycling codes #environment,BBC News,2022-12-20,312,65,8,2022,davidattenborough different plastics have different recycling codes environment,davidattenborough different plastics have different recycling codes environment,"['davidattenborough', 'differ', 'plastic', 'differ', 'recycl', 'code', 'environ']"
comment_395,Public awareness is increasing which is good 🐠 https://bit.ly/3plasticfacts,Guardian ,2017-11-07,64,47,9,2017,public awareness is increasing which is good bit ly plasticfacts,public awareness is increasing which is good bit ly plasticfacts,"['public', 'awar', 'increas', 'good', 'bit', 'plasticfact']"
comment_396,Plastic production should BE regulated strictly??,Guardian ,2018-06-28,91,66,6,2018,plastic production should be regulated strictly,plastic production should be regulated strictly,"['plastic', 'product', 'regul', 'strictli']"
comment_397,Innovative materials can replace plastik 👍,BBC News,2022-09-29,258,145,6,2022,innovative materials can replace plastik,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_398,Plastic in fashion is a growing problem??,Mail Online,2022-06-08,83,54,7,2022,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_399,Oil prices affect plastic recycling economics http://www.greenpeace.org/plastic,Mail Online,2018-02-23,279,125,7,2018,oil prices affect plastic recycling economics http www greenpeace org plastic,oil prices affect plastic recycling economics http www greenpeace org plastic,"['oil', 'price', 'affect', 'plastic', 'recycl', 'econom', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_400,Microplastics are in our food and water this is terrifying 👎??,Mail Online,2017-11-28,25,82,11,2017,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_401,PLASTIC pollution affects everyone globally 🚮,Mail Online,2017-10-01,239,58,6,2017,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']"
comment_402,Great to see biodegradable alternatives becoming available,Guardian ,2020-02-03,116,13,7,2020,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_403,@DavidAttenborough Waste management systems need improvement https://bit.ly/3plasticfacts,BBC News,2017-12-21,308,118,7,2017,davidattenborough waste management systems need improvement bit ly plasticfacts,davidattenborough waste management systems need improvement bit ly plasticfacts,"['davidattenborough', 'wast', 'manag', 'system', 'need', 'improv', 'bit', 'plasticfact']"
comment_404,Supermarkets USE too much plastik packaging 🔥 http://www.greenpeace.org/plastik,Guardian ,2022-07-26,284,4,8,2022,supermarkets use too much plastik packaging http www greenpeace org plastik,supermarkets use too much plastic packaging http www greenpeace org plastic,"['supermarket', 'use', 'much', 'plastic', 'packag', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_405,Waste management systems need improvement,BBC News,2017-01-22,36,14,5,2017,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']"
comment_406,Local recycling programs vary too much 😂,Guardian ,2019-10-19,285,92,7,2019,local recycling programs vary too much,local recycling programs vary too much,"['local', 'recycl', 'program', 'vari', 'much']"
comment_407,Plastic bottles take hundreds of years to decompose http://www.greenpeace.org/plastic...,Guardian ,2018-04-06,176,40,9,2018,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_408,International cooperation needed for plastic CRISIS ❤️ #sustainability,Mail Online,2020-01-26,9,28,8,2020,international cooperation needed for plastic crisis sustainability,international cooperation needed for plastic crisis sustainability,"['intern', 'cooper', 'need', 'plastic', 'crisi', 'sustain']"
comment_409,We need better solutions for plastic waste management 🔥 https://bit.ly/3plasticfacts,Guardian ,2019-11-17,317,53,10,2019,we need better solutions for plastic waste management bit ly plasticfacts,we need better solutions for plastic waste management bit ly plasticfacts,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'bit', 'plasticfact']"
comment_410,Government policies need to be stronger #recycling!!!,Mail Online,2022-07-16,119,23,7,2022,government policies need to be stronger recycling,government policies need to be stronger recycling,"['govern', 'polici', 'need', 'stronger', 'recycl']"
comment_411,Consumer choices can drive change in industry,BBC News,2020-12-23,303,11,7,2020,consumer choices can drive change in industry,consumer choices can drive change in industry,"['consum', 'choic', 'drive', 'chang', 'industri']"
comment_412,Young activists are leading the movement,Guardian ,2017-10-27,111,116,6,2017,young activists are leading the movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']"
comment_413,Plastic production has increased dramatically,Mail Online,2022-11-03,333,149,5,2022,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']"
comment_414,Innovative materials can replace plastic,BBC News,2019-09-25,299,53,5,2019,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_415,Single-use plastic should be banned completely,Mail Online,2022-06-08,42,82,6,2022,single use plastic should be banned completely,single use plastic should be banned completely,"['singl', 'use', 'plastic', 'ban', 'complet']"
comment_416,@GreenPeace Plastic waste in rivers FLOWS to oceans https://bit.ly/3plasticfacts,BBC News,2018-05-05,161,8,9,2018,greenpeace plastic waste in rivers flows to oceans bit ly plasticfacts,greenpeace plastic waste in rivers flows to oceans bit ly plasticfacts,"['greenpeac', 'plastic', 'wast', 'river', 'flow', 'ocean', 'bit', 'plasticfact']"
comment_417,MARINE animals suffer the most from plastic,BBC News,2021-07-19,95,4,7,2021,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_418,Biodegradable plastics are not perfect but better,Guardian ,2022-05-02,190,69,7,2022,biodegradable plastics are not perfect but better,biodegradable plastics are not perfect but better,"['biodegrad', 'plastic', 'perfect', 'better']"
comment_419,More research needed on plastic alternatives https://bit.ly/3plasticfacts,BBC News,2020-10-02,342,106,7,2020,more research needed on plastic alternatives bit ly plasticfacts,more research needed on plastic alternatives bit ly plasticfacts,"['research', 'need', 'plastic', 'altern', 'bit', 'plasticfact']"
comment_420,Reusable products are THE future,Mail Online,2023-09-30,6,50,5,2023,reusable products are the future,reusable products are the future,"['reusabl', 'product', 'futur']"
comment_421,@BBCEnvironment Plastic pollution is destroying our oceans and marine life 🔥!?,Mail Online,2021-04-17,260,26,11,2021,bbcenvironment plastic pollution is destroying our oceans and marine life,bbcenvironment plastic pollution is destroying our oceans and marine life,"['bbcenviron', 'plastic', 'pollut', 'destroy', 'ocean', 'marin', 'life']"
comment_422,@UNEnvironment We need circular economy approaches for plastic 👍,Mail Online,2021-05-04,18,131,9,2021,unenvironment we need circular economy approaches for plastic,unenvironment we need circular economy approaches for plastic,"['unenviron', 'need', 'circular', 'economi', 'approach', 'plastic']"
comment_423,Plastic in fashion is a growing problem 🤔!!!,Guardian ,2022-06-27,105,32,8,2022,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_424,@UNEnvironment Plastic waste exports to other countries wrong http://www.greenpeace.org/plastic,BBC News,2020-08-21,333,76,9,2020,unenvironment plastic waste exports to other countries wrong http www greenpeace org plastic,unenvironment plastic waste exports to other countries wrong http www greenpeace org plastic,"['unenviron', 'plastic', 'wast', 'export', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_425,MANY countries have banned single-use plastic bags?!,Guardian ,2017-05-19,238,107,7,2017,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']"
comment_426,Many countries have banned single-use plastic bags 🤔 #ecofriendly http://www.greenpeace.org/plastic,Guardian ,2022-07-31,225,94,10,2022,many countries have banned single use plastic bags ecofriendly http www greenpeace org plastic,many countries have banned single use plastic bags ecofriendly http www greenpeace org plastic,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag', 'ecofriendli', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_427,Local recycling programs vary too much 😂 #environment https://bit.ly/3plasticfacts?!,Mail Online,2023-11-23,205,127,9,2023,local recycling programs vary too much environment bit ly plasticfacts,local recycling programs vary too much environment bit ly plasticfacts,"['local', 'recycl', 'program', 'vari', 'much', 'environ', 'bit', 'plasticfact']"
comment_428,Plastic pollution costs billions in cleanup 💩!!!,Guardian ,2020-03-08,285,33,7,2020,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']"
comment_429,@DavidAttenborough Education about plastic waste is crucial 🐠 #zerowaste...,BBC News,2017-06-16,164,135,9,2017,davidattenborough education about plastic waste is crucial zerowaste,davidattenborough education about plastic waste is crucial zerowaste,"['davidattenborough', 'educ', 'plastic', 'wast', 'crucial', 'zerowast']"
comment_430,More research needed on plastik alternatives #recycling https://bit.ly/3plastikfacts,BBC News,2020-03-15,296,121,8,2020,more research needed on plastik alternatives recycling bit ly plastikfacts,more research needed on plastic alternatives recycling bit ly plastikfacts,"['research', 'need', 'plastic', 'altern', 'recycl', 'bit', 'plastikfact']"
comment_431,@GreenPeace Plastic pollution is destroying our oceans and marine life,Guardian ,2019-10-21,305,84,10,2019,greenpeace plastic pollution is destroying our oceans and marine life,greenpeace plastic pollution is destroying our oceans and marine life,"['greenpeac', 'plastic', 'pollut', 'destroy', 'ocean', 'marin', 'life']"
comment_432,@UNEnvironment Waste management systems need improvement #ecofriendly...,BBC News,2021-08-17,112,76,7,2021,unenvironment waste management systems need improvement ecofriendly,unenvironment waste management systems need improvement ecofriendly,"['unenviron', 'wast', 'manag', 'system', 'need', 'improv', 'ecofriendli']"
comment_433,We need better solutions for plastic waste management,Mail Online,2020-10-21,138,65,8,2020,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_434,Marine animals suffer the MOST from plastic!!!,Mail Online,2018-09-05,214,34,7,2018,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_435,Plastic awareness campaigns are effective 🐠,Guardian ,2018-12-10,263,38,6,2018,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']"
comment_436,MICROPLASTICS are in our food and water this is terrifying??,Mail Online,2021-01-03,123,49,10,2021,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_437,Plastic in fashion is a growing problem,Guardian ,2018-01-20,54,128,7,2018,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_438,Plastic problem requires global solution,BBC News,2017-06-03,265,103,5,2017,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']"
comment_439,Plastic RECYCLING rates are disappointingly low 🌍 http://www.greenpeace.org/plastic,Mail Online,2019-01-12,185,46,8,2019,plastic recycling rates are disappointingly low http www greenpeace org plastic,plastic recycling rates are disappointingly low http www greenpeace org plastic,"['plastic', 'recycl', 'rate', 'disappointingli', 'low', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_440,More research needed on plastic alternatives 👍...,Guardian ,2017-03-02,212,10,7,2017,more research needed on plastic alternatives,more research needed on plastic alternatives,"['research', 'need', 'plastic', 'altern']"
comment_441,Supermarkets use too much plastic packaging #savetheoceans,Guardian ,2020-06-10,46,90,7,2020,supermarkets use too much plastic packaging savetheoceans,supermarkets use too much plastic packaging savetheoceans,"['supermarket', 'use', 'much', 'plastic', 'packag', 'savetheocean']"
comment_442,I switched to reusable bags and bottles,BBC News,2019-10-20,292,122,7,2019,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_443,Plastic waste exports to other countries wrong 😢 HTTP://WWW.GREENPEACE.ORG/PLASTIC,BBC News,2017-12-03,275,36,9,2017,plastic waste exports to other countries wrong http www greenpeace org plastic,plastic waste exports to other countries wrong http www greenpeace org plastic,"['plastic', 'wast', 'export', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_444,Plastic awareness campaigns are effective!?,BBC News,2018-04-12,161,69,5,2018,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']"
comment_445,Education about plastic waste is crucial #environment,BBC News,2018-06-06,322,6,7,2018,education about plastic waste is crucial environment,education about plastic waste is crucial environment,"['educ', 'plastic', 'wast', 'crucial', 'environ']"
comment_446,Plastic pollution costs billions in cleanup http://www.greenpeace.org/plastic,Guardian ,2022-07-10,7,13,7,2022,plastic pollution costs billions in cleanup http www greenpeace org plastic,plastic pollution costs billions in cleanup http www greenpeace org plastic,"['plastic', 'pollut', 'cost', 'billion', 'cleanup', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_447,Companies using recycled plastic deserve support ❤️,Mail Online,2019-12-27,307,45,7,2019,companies using recycled plastic deserve support,companies using recycled plastic deserve support,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_448,Waste management systems NEED improvement 👎 https://bit.ly/3plasticfacts,BBC News,2019-07-08,4,45,7,2019,waste management systems need improvement bit ly plasticfacts,waste management systems need improvement bit ly plasticfacts,"['wast', 'manag', 'system', 'need', 'improv', 'bit', 'plasticfact']"
comment_449,Plastic waste exports to other countries wrong,BBC News,2022-01-11,1,27,7,2022,plastic waste exports to other countries wrong,plastic waste exports to other countries wrong,"['plastic', 'wast', 'export', 'countri', 'wrong']"
comment_450,@GreenPeace COMPANIES using recycled plastic deserve support 🚮,BBC News,2020-12-28,120,115,8,2020,greenpeace companies using recycled plastic deserve support,greenpeace companies using recycled plastic deserve support,"['greenpeac', 'compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_451,Microplastiks are in our food AND water this is terrifying?!,Guardian ,2018-12-18,339,131,10,2018,microplastiks are in our food and water this is terrifying,microplastiks are in our food and water this is terrifying,"['microplastik', 'food', 'water', 'terrifi']"
comment_452,Corporate responsibility for plastic is important 🤔 #environment http://www.greenpeace.org/plastic?!,Mail Online,2018-10-09,133,99,9,2018,corporate responsibility for plastic is important environment http www greenpeace org plastic,corporate responsibility for plastic is important environment http www greenpeace org plastic,"['corpor', 'respons', 'plastic', 'import', 'environ', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_453,Young activists are leading the movement,BBC News,2022-03-05,164,137,6,2022,young activists are leading the movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']"
comment_454,Microplastics are in our food and water this is terrifying!?,Guardian ,2020-10-20,168,103,10,2020,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_455,@GreenPeace PLASTIC pollution affects everyone globally,Guardian ,2023-04-09,108,13,6,2023,greenpeace plastic pollution affects everyone globally,greenpeace plastic pollution affects everyone globally,"['greenpeac', 'plastic', 'pollut', 'affect', 'everyon', 'global']"
comment_456,Plastic packaging FOR food is often unnecessary,BBC News,2021-03-16,62,71,7,2021,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_457,Plastic production should be regulated STRICTLY 😡 https://bit.ly/3plastikfacts??,Guardian ,2021-06-05,99,21,8,2021,plastic production should be regulated strictly bit ly plastikfacts,plastic production should be regulated strictly bit ly plastikfacts,"['plastic', 'product', 'regul', 'strictli', 'bit', 'plastikfact']"
comment_458,Plastic packaging for food is often unnecessary,Mail Online,2021-02-09,26,80,7,2021,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_459,Plastic in fashion is a growing problem #zerowaste!?,BBC News,2022-05-06,321,104,8,2022,plastic in fashion is a growing problem zerowaste,plastic in fashion is a growing problem zerowaste,"['plastic', 'fashion', 'grow', 'problem', 'zerowast']"
comment_460,Corporate responsibility for plastic is important,Guardian ,2022-03-03,259,2,6,2022,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_461,@DavidAttenborough More research needed on plastic alternatives #plasticpollution...,BBC News,2019-10-20,199,146,8,2019,davidattenborough more research needed on plastic alternatives plasticpollution,davidattenborough more research needed on plastic alternatives plasticpollution,"['davidattenborough', 'research', 'need', 'plastic', 'altern', 'plasticpollut']"
comment_462,Plastic production has increased dramatically,Guardian ,2021-10-12,285,50,5,2021,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']"
comment_463,@UNEnvironment Many countries have banned single-use PLASTIC bags,BBC News,2023-10-01,113,0,8,2023,unenvironment many countries have banned single use plastic bags,unenvironment many countries have banned single use plastic bags,"['unenviron', 'mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']"
comment_464,Plastic awareness campaigns ARE effective,BBC News,2021-02-02,107,17,5,2021,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']"
comment_465,Local recyling programs vary too much 💩,BBC News,2022-05-21,153,114,7,2022,local recyling programs vary too much,local recycling programs vary too much,"['local', 'recycl', 'program', 'vari', 'much']"
comment_466,The new plastic tax is a good step forward http://www.greenpeace.org/plastic...,Mail Online,2017-11-03,78,8,10,2017,the new plastic tax is a good step forward http www greenpeace org plastic,the new plastic tax is a good step forward http www greenpeace org plastic,"['new', 'plastic', 'tax', 'good', 'step', 'forward', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_467,More research needed on plastic alternatives,BBC News,2019-10-18,101,3,6,2019,more research needed on plastic alternatives,more research needed on plastic alternatives,"['research', 'need', 'plastic', 'altern']"
comment_468,@GreenPeace Consumer choices can drive change in industry 👎!!!,Mail Online,2017-06-25,269,112,9,2017,greenpeace consumer choices can drive change in industry,greenpeace consumer choices can drive change in industry,"['greenpeac', 'consum', 'choic', 'drive', 'chang', 'industri']"
comment_469,More research needed on plastic alternatives #plasticpollution,BBC News,2021-09-02,104,110,7,2021,more research needed on plastic alternatives plasticpollution,more research needed on plastic alternatives plasticpollution,"['research', 'need', 'plastic', 'altern', 'plasticpollut']"
comment_470,Plastic pollution affects everyone globally,Guardian ,2021-04-05,38,93,5,2021,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']"
comment_471,Innovations in recycling technology give hope 🐠!?,Guardian ,2020-07-19,63,2,7,2020,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_472,Companies using recycled plastic deserve support #savetheoceans,Guardian ,2023-04-14,246,79,7,2023,companies using recycled plastic deserve support savetheoceans,companies using recycled plastic deserve support savetheoceans,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support', 'savetheocean']"
